video_filename,question_id,prompt_en,target_sentence_it,tokens_correct_order,choices_pool,distractors
Italian_video_20.txt,20-03,Translate to Italian: Parioli is a neighborhood in north Rome.,I Parioli sono un quartiere di Roma nord,I|Parioli|sono|un|quartiere|di|Roma|nord,nord|Parioli|mangiamo|un|quartiere|mangiando|Roma|di|sono|I|mangiata|uno,mangiamo|uno|mangiando|mangiata
Italian_video_20.txt,20-04,Translate to Italian: North Rome is wealthier than south Rome.,Roma nord è più benestante di Roma sud,Roma|nord|è|più|benestante|di|Roma|sud,più|Roma|mangia|è|Roma|mangiamo|sud|mangiando|mangiata|di|benestante|nord,mangiamo|mangia|mangiando|mangiata
Italian_video_20.txt,20-05,Translate to Italian: In Eur there is a very tall skyscraper.,All'Eur c'è un grattacielo molto alto,All'Eur|c'è|un|grattacielo|molto|alto,mangiamo|All'Eur|alto|grattacielo|mangiata|un|mangiando|c'è|molto|uno,mangiamo|uno|mangiando|mangiata
Italian_video_20.txt,20-06,Translate to Italian: In the suburbs you find bars and families at the park.,In periferia trovi bar e famiglie al parco,In|periferia|trovi|bar|e|famiglie|al|parco,mangiata|trovi|bar|parco|mangiando|famiglie|mangiamo|e|periferia|al|mangia|In,mangiamo|mangia|mangiando|mangiata
Italian_video_20.txt,20-07,Translate to Italian: The potholes in the streets make people laugh and get angry.,Le buche nelle strade fanno ridere e arrabbiare,Le|buche|nelle|strade|fanno|ridere|e|arrabbiare,e|mangiata|mangiando|mangiamo|strade|nelle|fanno|arrabbiare|mangia|Le|ridere|buche,mangiamo|mangia|mangiando|mangiata
Italian_video_20.txt,20-08,Translate to Italian: Citizens and tourists live different realities.,I cittadini e i turisti vivono realtà diverse,I|cittadini|e|i|turisti|vivono|realtà|diverse,turisti|realtà|cittadini|mangiata|e|diverse|I|mangiamo|gli|vivono|i|mangiando,mangiata|mangiando|gli|mangiamo
Italian_video_20.txt,20-09,Translate to Italian: Many Romans live outside the center.,Molti romani vivono fuori dal centro,Molti|romani|vivono|fuori|dal|centro,Molti|mangia|fuori|centro|mangiamo|mangiata|mangiando|romani|vivono|dal,mangiamo|mangia|mangiando|mangiata
Italian_video_20.txt,20-10,Translate to Italian: From the Janiculum you can see Saint Peter's dome.,Dal Gianicolo si vede la cupola di San Pietro,Dal|Gianicolo|si|vede|la|cupola|di|San|Pietro,di|mangiando|la|mangiata|Dal|Pietro|mangiamo|le|San|si|Gianicolo|cupola|vede,mangiamo|le|mangiando|mangiata
Italian_video_21.txt,21-01,Translate to Italian: I put the eggs to boil for dinner.,Metto le uova a bollire per la cena,Metto|le|uova|a|bollire|per|la|cena,uova|mangiando|Metto|bollire|per|mangiata|cena|a|le|la,la|le|mangiando|mangiata
Italian_video_21.txt,21-02,Translate to Italian: Anchovies are rich in omega three.,Le alici sono ricche di omega tre,Le|alici|sono|ricche|di|omega|tre,mangia|di|Le|sono|mangiando|ricche|mangiata|alici|mangiamo|tre|omega,mangiamo|mangia|mangiando|mangiata
Italian_video_21.txt,21-03,Translate to Italian: I add a touch of mayonnaise on the eggs.,Aggiungo un filo di maionese sulle uova,Aggiungo|un|filo|di|maionese|sulle|uova,maionese|sulle|un|uova|di|Aggiungo|filo|mangiando|mangiata|uno|mangiamo,mangiamo|uno|mangiando|mangiata
Italian_video_21.txt,21-04,Translate to Italian: We put the anchovy fillet on top.,Mettiamo il filetto di alice sopra,Mettiamo|il|filetto|di|alice|sopra,lo|mangiata|di|mangiando|Mettiamo|filetto|alice|il|mangiamo|sopra,mangiamo|lo|mangiando|mangiata
Italian_video_21.txt,21-05,Translate to Italian: We cook the asparagus with oil and salt.,Cuciniamo gli asparagi con olio e sale,Cuciniamo|gli|asparagi|con|olio|e|sale,sale|mangiando|asparagi|Cuciniamo|e|mangiamo|i|gli|mangiata|con|olio,i|mangiando|mangiata|mangiamo
Italian_video_21.txt,21-06,Translate to Italian: We use the basket for steaming.,Usiamo il cestino per la cottura a vapore,Usiamo|il|cestino|per|la|cottura|a|vapore,per|la|le|cestino|lo|Usiamo|a|cottura|mangiando|il|vapore|mangiata,lo|le|mangiando|mangiata
Italian_video_21.txt,21-07,Translate to Italian: We dress the asparagus with oil and salt.,Condiamo gli asparagi con olio e sale,Condiamo|gli|asparagi|con|olio|e|sale,sale|mangiando|olio|i|mangiata|asparagi|e|Condiamo|con|mangiamo|gli,i|mangiando|mangiata|mangiamo
Italian_video_21.txt,21-08,Translate to Italian: In the fridge we also find the olives.,Nel frigo troviamo anche le olive,Nel|frigo|troviamo|anche|le|olive,la|mangiando|mangiata|le|Nel|mangiamo|troviamo|frigo|olive|anche,la|mangiando|mangiata|mangiamo
Italian_video_21.txt,21-09,Translate to Italian: Asparagus are in season now.,Gli asparagi sono di stagione adesso,Gli|asparagi|sono|di|stagione|adesso,mangiando|stagione|di|adesso|sono|Gli|asparagi|mangiata|mangia|mangiamo,mangiamo|mangia|mangiando|mangiata
Italian_video_21.txt,21-10,Translate to Italian: We prepare dinner together with Mom.,Prepariamo la cena insieme a mamma,Prepariamo|la|cena|insieme|a|mamma,mangiamo|mangiando|le|mangiata|insieme|Prepariamo|mamma|cena|la|a,mangiamo|le|mangiando|mangiata
Italian_video_22.txt,22-01,Translate to Italian: I miss my family at home.,Mi manca la mia famiglia a casa,Mi|manca|la|mia|famiglia|a|casa,mia|le|manca|Mi|a|mangiata|mangiando|casa|famiglia|mangiamo|la,mangiamo|le|mangiando|mangiata
Italian_video_22.txt,22-02,Translate to Italian: I use spirulina for health.,Uso la spirulina per la salute,Uso|la|spirulina|per|la|salute,spirulina|mangiamo|Uso|salute|la|le|per|mangiando|la|mangiata,mangiamo|le|mangiando|mangiata
Italian_video_22.txt,22-03,Translate to Italian: I buy a gift for my mom.,Compro un regalo per mia mamma,Compro|un|regalo|per|mia|mamma,mangiata|mia|mamma|mangiamo|mangiando|uno|un|per|regalo|Compro,mangiamo|uno|mangiando|mangiata
Italian_video_22.txt,22-04,Translate to Italian: I make porridge with apple and cinnamon.,Preparo il porridge con mela e cannella,Preparo|il|porridge|con|mela|e|cannella,il|Preparo|lo|e|porridge|mangiando|cannella|con|mangiata|mangiamo|mela,mangiamo|lo|mangiando|mangiata
Italian_video_22.txt,22-05,Translate to Italian: I have breakfast with crunchy cereal.,Faccio colazione con cereali croccanti,Faccio|colazione|con|cereali|croccanti,cereali|con|Faccio|mangia|mangiando|mangiata|mangiamo|colazione|croccanti,mangiamo|mangia|mangiando|mangiata
Italian_video_22.txt,22-06,Translate to Italian: I get the new phone.,Prendo il telefono nuovo,Prendo|il|telefono|nuovo,mangiamo|mangiando|telefono|Prendo|mangiata|lo|il|nuovo,mangiamo|lo|mangiando|mangiata
Italian_video_22.txt,22-07,Translate to Italian: I drink oat milk in the morning.,Bevo latte di avena al mattino,Bevo|latte|di|avena|al|mattino,mangiata|avena|al|latte|di|mangiamo|mattino|mangia|mangiando|Bevo,mangiamo|mangia|mangiando|mangiata
Italian_video_22.txt,22-08,Translate to Italian: I work from Italy for a few days.,Lavoro dall'Italia per qualche giorno,Lavoro|dall'Italia|per|qualche|giorno,giorno|mangiando|qualche|dall'Italia|mangia|per|mangiamo|Lavoro|mangiata,mangiamo|mangia|mangiando|mangiata
Italian_video_22.txt,22-09,Translate to Italian: I close the suitcase and go to the airport.,Chiudo la valigia e vado in aeroporto,Chiudo|la|valigia|e|vado|in|aeroporto,mangiata|le|mangiamo|valigia|Chiudo|e|la|in|mangiando|vado|aeroporto,mangiamo|le|mangiando|mangiata
Italian_video_22.txt,22-10,Translate to Italian: I return to Italy for my brother's birthday.,Torno in Italia per il compleanno di mio fratello,Torno|in|Italia|per|il|compleanno|di|mio|fratello,mangiamo|per|Torno|mangiata|fratello|mangiando|compleanno|mio|di|lo|in|il|Italia,mangiamo|lo|mangiando|mangiata
Italian_video_23.txt,23-01,Translate to Italian: I make porridge with apple and cinnamon.,Preparo il porridge con mela e cannella,Preparo|il|porridge|con|mela|e|cannella,mangiando|cannella|mela|il|mangiata|lo|con|porridge|Preparo|e|mangiamo,mangiamo|lo|mangiando|mangiata
Italian_video_23.txt,23-02,Translate to Italian: I have breakfast with crunchy cereal.,Faccio colazione con cereali croccanti,Faccio|colazione|con|cereali|croccanti,con|Faccio|mangiata|croccanti|colazione|mangiamo|mangiando|cereali|mangia,mangiamo|mangia|mangiando|mangiata
Italian_video_23.txt,23-03,Translate to Italian: I get the new phone.,Prendo il telefono nuovo,Prendo|il|telefono|nuovo,nuovo|mangiando|il|lo|mangiata|mangiamo|telefono|Prendo,mangiamo|lo|mangiando|mangiata
Italian_video_23.txt,23-04,Translate to Italian: I buy a gift for my mom.,Compro un regalo per mia mamma,Compro|un|regalo|per|mia|mamma,mangiamo|mamma|regalo|per|uno|mangiando|mia|un|Compro|mangiata,mangiamo|uno|mangiando|mangiata
Italian_video_23.txt,23-05,Translate to Italian: I work from Italy for a few days.,Lavoro dall'Italia per qualche giorno,Lavoro|dall'Italia|per|qualche|giorno,qualche|mangiamo|Lavoro|per|mangiata|dall'Italia|mangiando|giorno|mangia,mangiamo|mangia|mangiando|mangiata
Italian_video_23.txt,23-06,Translate to Italian: I close the suitcase and go to the airport.,Chiudo la valigia e vado in aeroporto,Chiudo|la|valigia|e|vado|in|aeroporto,aeroporto|in|mangiando|la|e|mangiata|mangiamo|valigia|Chiudo|vado|le,mangiamo|le|mangiando|mangiata
Italian_video_23.txt,23-07,Translate to Italian: I use spirulina for health.,Uso la spirulina per la salute,Uso|la|spirulina|per|la|salute,Uso|per|spirulina|le|mangiando|la|mangiata|salute|mangiamo|la,mangiamo|le|mangiando|mangiata
Italian_video_23.txt,23-08,Translate to Italian: I miss my family at home.,Mi manca la mia famiglia a casa,Mi|manca|la|mia|famiglia|a|casa,la|manca|famiglia|mangiata|casa|mangiamo|mia|mangiando|a|Mi|le,mangiamo|le|mangiando|mangiata
Italian_video_23.txt,23-09,Translate to Italian: I drink oat milk in the morning.,Bevo latte di avena al mattino,Bevo|latte|di|avena|al|mattino,al|mangia|Bevo|mattino|mangiata|di|mangiamo|latte|avena|mangiando,mangiamo|mangia|mangiando|mangiata
Italian_video_23.txt,23-10,Translate to Italian: I return to Italy for my brother's birthday.,Torno in Italia per il compleanno di mio fratello,Torno|in|Italia|per|il|compleanno|di|mio|fratello,di|mio|fratello|mangiando|per|Torno|in|mangiamo|Italia|il|lo|compleanno|mangiata,mangiamo|lo|mangiando|mangiata
Italian_video_24.txt,24-01,Translate to Italian: I add a touch of mayonnaise on the eggs.,Aggiungo un filo di maionese sulle uova,Aggiungo|un|filo|di|maionese|sulle|uova,maionese|uova|mangiata|mangiando|un|sulle|mangiamo|di|filo|Aggiungo|uno,mangiamo|uno|mangiando|mangiata
Italian_video_24.txt,24-02,Translate to Italian: I put the eggs to boil for dinner.,Metto le uova a bollire per la cena,Metto|le|uova|a|bollire|per|la|cena,mangiando|Metto|per|la|le|cena|bollire|uova|mangiata|a,la|le|mangiando|mangiata
Italian_video_24.txt,24-03,Translate to Italian: We cook the asparagus with oil and salt.,Cuciniamo gli asparagi con olio e sale,Cuciniamo|gli|asparagi|con|olio|e|sale,sale|e|mangiata|asparagi|i|con|gli|mangiamo|Cuciniamo|olio|mangiando,i|mangiando|mangiata|mangiamo
Italian_video_24.txt,24-04,Translate to Italian: We use the basket for steaming.,Usiamo il cestino per la cottura a vapore,Usiamo|il|cestino|per|la|cottura|a|vapore,mangiando|cottura|lo|Usiamo|mangiata|il|le|a|vapore|per|cestino|la,lo|le|mangiando|mangiata
Italian_video_24.txt,24-05,Translate to Italian: In the fridge we also find the olives.,Nel frigo troviamo anche le olive,Nel|frigo|troviamo|anche|le|olive,le|anche|mangiando|mangiamo|troviamo|Nel|mangiata|frigo|la|olive,la|mangiando|mangiata|mangiamo
Italian_video_24.txt,24-06,Translate to Italian: We prepare dinner together with Mom.,Prepariamo la cena insieme a mamma,Prepariamo|la|cena|insieme|a|mamma,mangiamo|mamma|le|mangiando|la|a|Prepariamo|cena|mangiata|insieme,mangiamo|le|mangiando|mangiata
Italian_video_24.txt,24-07,Translate to Italian: Asparagus are in season now.,Gli asparagi sono di stagione adesso,Gli|asparagi|sono|di|stagione|adesso,mangiata|mangia|mangiamo|Gli|di|sono|stagione|mangiando|asparagi|adesso,mangiamo|mangia|mangiando|mangiata
Italian_video_24.txt,24-08,Translate to Italian: We put the anchovy fillet on top.,Mettiamo il filetto di alice sopra,Mettiamo|il|filetto|di|alice|sopra,di|mangiata|il|lo|mangiamo|Mettiamo|alice|mangiando|filetto|sopra,mangiamo|lo|mangiando|mangiata
Italian_video_24.txt,24-09,Translate to Italian: We dress the asparagus with oil and salt.,Condiamo gli asparagi con olio e sale,Condiamo|gli|asparagi|con|olio|e|sale,asparagi|mangiata|olio|mangiamo|e|i|con|gli|Condiamo|mangiando|sale,i|mangiando|mangiata|mangiamo
Italian_video_24.txt,24-10,Translate to Italian: Anchovies are rich in omega three.,Le alici sono ricche di omega tre,Le|alici|sono|ricche|di|omega|tre,di|tre|sono|omega|ricche|mangia|alici|mangiando|mangiata|Le|mangiamo,mangiamo|mangia|mangiando|mangiata
